-373	-25	0.253578295236061	-0.331313020646488
-307	3	0.723990600299081	-0.296437242476941
-422	74	0.801568651387066	-0.41346350654949
-191	-15	0.143833735160375	-0.165177529384211
-290	-1	-0.69151890621662	-0.222917803480925
-453	-48	0.556077761162145	-0.402016153061274
-292	-74	0.833613086336863	-0.269427038480477
-338	-27	0.228308969389935	-0.302109753573601
-393	35	0.50267036957915	-0.38102896370397
-322	-52	-0.720816675313578	-0.239881616033903
-170	-14	-0.806756797997986	-0.109377143667673
-438	-24	0.963744010742515	-0.412352727356143
-224	42	0.771721549119541	-0.215474023577293
-375	-25	-0.103122043519394	-0.321148811096098
-400	-37	0.67741935483871	-0.359607377348413
-203	-29	-0.668263801995911	-0.153467886797069
