1505
3
-421	-52	-0.733512375255593	-0.338845272134351
-411	45	-0.609424115726188	-0.356876581607757
-483	-81	-0.545640430921354	-0.40052256923571
-296	-19	-0.107150486770226	-0.248311663048938
-241	-37	0.166112247077853	-0.205016378620496
-176	20	-0.803399761955626	-0.133524254364888
-225	25	0.84423352763451	-0.223623614896279
-263	-3	-0.088045899838252	-0.217256689514029
-385	50	-0.209509567552721	-0.347671798957247
-382	-44	-0.587878048036134	-0.31052512273136
-293	2	0.390972624897	-0.258261261272192
-264	-38	0.514328440198981	-0.243334291652892
-326	-59	0.304422132023072	-0.278694274262326
-455	-58	-0.166112247077853	-0.385627046145001
-408	46	-0.993163853877377	-0.336541039441907
-185	-55	-0.736747337260048	-0.124345532283922
-529	-37	0.41819513534959	-0.489150316418662
-168	14	0.612598040711692	-0.158051123101852
-189	5	-0.657582323679311	-0.133173358386672
-319	-76	-0.965269936216315	-0.225363506282872
-306	-20	0.666188543351543	-0.274796758470155
-205	16	0.0600909451582385	-0.184777639511541
-395	46	0.386638996551408	-0.363942121624443
-357	40	-0.569322794274728	-0.306378209649311
-460	-60	-0.149571214941862	-0.393203893844728
-407	-59	0.00558488723410755	-0.336193335161193
-313	-57	0.625598925748466	-0.287263263047169
-171	-13	0.260475478377636	-0.150510324473756
-453	39	0.683339945677053	-0.448427176346897
-428	-93	-0.422101504562517	-0.350066763265216
-302	-38	-0.828180791650136	-0.230461944608139
-525	-55	0.0895718253120517	-0.475947032787797
-464	-61	0.564378795739616	-0.428178705740219
-172	14	-0.446882534257027	-0.132338639138172
-379	-88	-0.23734244819483	-0.314058217000876
-400	-8	0.176244392223884	-0.346385233117938
-415	-49	0.871944334238716	-0.394434068627538
-346	16	-0.752677999206519	-0.275089488124386
-400	-49	0.710318308053835	-0.374286780406368
-403	57	-0.901486251411481	-0.332300152876884
-389	-54	0.616443372905667	-0.357340656143368
-303	-26	-0.644642475661489	-0.227716238484422
-379	-50	0.979613635670034	-0.349902206380434
-189	-20	-0.17459639271218	-0.154872018624106
-369	-39	-0.345439008758812	-0.295281674848044
-296	-36	0.373393963438826	-0.258413289685493
-406	-35	0.216956083864864	-0.361291220226666
-386	-28	0.914975432599872	-0.354656190963498
-412	53	-0.474166081728568	-0.35738767537093
-391	-74	0.159581286049989	-0.333831485673381
-396	-47	-0.587694936979278	-0.313360557790017
-172	-4	-0.0484939115573595	-0.14820826406569
-244	-9	-0.255836664937284	-0.195172559878681
-527	-89	-0.32090212714011	-0.44529784485988
-278	3	-0.577318643757439	-0.228262791349867
-266	36	0.186559648426771	-0.229990311022568
-230	-35	0.374797814874722	-0.204270130220311
-421	-73	0.692373424481948	-0.387499405866459
-172	-3	0.757499923703726	-0.169380480014663
-206	22	0.438825647755364	-0.188236977446364
-381	-41	0.947935422833949	-0.352220541162121
-242	17	0.509628589739677	-0.223486826927112
-302	-28	0.121066927091281	-0.25683756642277
-283	49	0.413800469985046	-0.267488241654038
-291	-33	0.59080782494583	-0.255621492158696
-420	-20	0.0654011658070619	-0.365427253665912
-317	-10	0.425763725699637	-0.276236044008644
-227	-51	-0.440046388134404	-0.165832433501295
-215	33	-0.853877376628925	-0.166976035724504
-384	54	0.906186101870785	-0.385977577067128
-352	-53	-0.0710165715506454	-0.297429578200915
-175	-7	0.397869808038575	-0.156761087470924
-376	-67	-0.331522568437758	-0.305092488860518
-444	35	0.839045381023591	-0.433211589812158
-432	-59	0.782280953398236	-0.397691506164105
-437	-59	-0.202551347392193	-0.375311659123821
-434	2	-0.823908200323496	-0.364569268861586
-148	-15	-0.679738761558885	-0.110954807612892
-330	-72	-0.0731528672139653	-0.269364798364996
-452	-31	-0.0890835291604358	-0.386888419485641
-412	-13	0.363078707235938	-0.377812187837741
-195	-17	0.142002624591815	-0.15815715485887
-165	-22	-0.123752555925169	-0.125355272796442
-291	37	-0.964049195837275	-0.226514463745964
-218	-79	0.135532700582903	-0.17862254918953
-484	-10	0.044038209173864	-0.433170596235111
-242	17	-0.861690115054781	-0.17272691604116
